entry,type,group,partition
P04421,SIGNAL,372,3
Q8CEK3,SIGNAL,382,3
P02746,SIGNAL,390,3
Q16270,SIGNAL,390,3
Q9BXI9,SIGNAL,390,3
O75462,SIGNAL,395,3
P13384,SIGNAL,395,3
Q9BXJ0,SIGNAL,399,3
P01038,SIGNAL,402,3
P01036,SIGNAL,402,3
P01037,SIGNAL,402,3
Q6T6T4,SIGNAL,402,3
P35481,SIGNAL,402,3
Q98967,SIGNAL,402,3
O76192,SIGNAL,403,3
Q9M0S4,SIGNAL,403,3
Q06577,SIGNAL,403,3
Q27022,SIGNAL,403,3
Q8HY17,SIGNAL,412,3
Q8WXF3,SIGNAL,412,3
P01329,SIGNAL,412,3
P01311,SIGNAL,412,3
P17715,SIGNAL,412,3
P01308,SIGNAL,412,3
P01315,SIGNAL,412,3
P01317,SIGNAL,412,3
P01323,SIGNAL,412,3
P01321,SIGNAL,412,3
P67970,SIGNAL,412,3
P01322,SIGNAL,412,3
P01318,SIGNAL,412,3
P01335,SIGNAL,412,3
P01326,SIGNAL,412,3
P01325,SIGNAL,412,3
Q6UX46,SIGNAL,412,3
P63152,SIGNAL,412,3
O88188,SIGNAL,416,3
O95711,SIGNAL,416,3
O88312,SIGNAL,419,3
O95994,SIGNAL,419,3
O88917,SIGNAL,422,3
O89017,SIGNAL,423,3
Q9R0J8,SIGNAL,423,3
Q99538,SIGNAL,423,3
Q95M12,SIGNAL,423,3
O94985,SIGNAL,432,3
Q9EPL2,SIGNAL,432,3
O95967,SIGNAL,441,3
Q9WVJ9,SIGNAL,441,3
O95968,SIGNAL,442,3
Q6XE38,SIGNAL,442,3
P02781,SIGNAL,442,3
P02782,SIGNAL,442,3
P11684,SIGNAL,442,3
P02779,SIGNAL,442,3
P86407,SIGNAL,445,3
P00450,SIGNAL,452,3
P00533,SIGNAL,453,3
Q01279,SIGNAL,453,3
P06213,SIGNAL,453,3
P08069,SIGNAL,453,3
P00709,SIGNAL,454,3
Q9TSN6,SIGNAL,454,3
P01302,SIGNAL,456,3
P16851,SIGNAL,456,3
P61823,SIGNAL,456,3
P00738,SIGNAL,489,3
P19007,SIGNAL,489,3
Q9XXV0,SIGNAL,489,3
Q2VG86,SIGNAL,489,3
Q966V2,SIGNAL,489,3
Q27083,SIGNAL,489,3
P00791,SIGNAL,499,3
P03954,SIGNAL,499,3
P0DJD9,SIGNAL,499,3
P0DJD7,SIGNAL,499,3
P0DJD8,SIGNAL,499,3
Q9N2D4,SIGNAL,499,3
P81497,SIGNAL,499,3
Q9N2D2,SIGNAL,499,3
Q9GK11,SIGNAL,499,3
P00794,SIGNAL,499,3
P14091,SIGNAL,499,3
Q805F3,SIGNAL,499,3
P04073,SIGNAL,499,3
Q800A0,SIGNAL,499,3
P25796,SIGNAL,499,3
Q9N2D3,SIGNAL,499,3
P20142,SIGNAL,499,3
P81498,SIGNAL,499,3
P06281,SIGNAL,499,3
P07267,SIGNAL,499,3
P00797,SIGNAL,499,3
P26461,SIGNAL,506,3
P01008,SIGNAL,510,3
P41361,SIGNAL,510,3
Q27085,SIGNAL,510,3
P05545,SIGNAL,510,3
Q9TTE1,SIGNAL,510,3
Q90935,SIGNAL,510,3
P01011,SIGNAL,510,3
Q7TMF5,SIGNAL,510,3
P22323,SIGNAL,510,3
Q27086,SIGNAL,510,3
P07759,SIGNAL,510,3
P38029,SIGNAL,510,3
P22325,SIGNAL,510,3
P13909,SIGNAL,510,3
P49182,SIGNAL,510,3
P23035,SIGNAL,510,3
P01009,SIGNAL,510,3
Q94823,SIGNAL,510,3
Q9N2I2,SIGNAL,510,3
P12725,SIGNAL,510,3
P05546,SIGNAL,510,3
P07093,SIGNAL,510,3
P17475,SIGNAL,510,3
P08185,SIGNAL,510,3
P05154,SIGNAL,510,3
P22777,SIGNAL,510,3
Q03044,SIGNAL,510,3
P05543,SIGNAL,510,3
Q61247,SIGNAL,510,3
P31211,SIGNAL,510,3
P28800,SIGNAL,510,3
P08697,SIGNAL,510,3
Q8WQK0,SIGNAL,530,3
P01083,SIGNAL,531,3
P01088,SIGNAL,531,3
P28041,SIGNAL,531,3
P16850,SIGNAL,531,3
P16159,SIGNAL,531,3
P17314,SIGNAL,531,3
P32760,SIGNAL,531,3
P04651,SIGNAL,531,3
P01086,SIGNAL,532,3
P11643,SIGNAL,532,3
P32936,SIGNAL,532,3
P01222,SIGNAL,557,3
P01223,SIGNAL,557,3
P37240,SIGNAL,557,3
P01225,SIGNAL,557,3
P01226,SIGNAL,557,3
P01228,SIGNAL,557,3
P10256,SIGNAL,557,3
P01227,SIGNAL,557,3
P01229,SIGNAL,557,3
P01235,SIGNAL,557,3
P53543,SIGNAL,557,3
P01231,SIGNAL,557,3
Q6IY74,SIGNAL,557,3
P01232,SIGNAL,557,3
P0DN86,SIGNAL,557,3
P10257,SIGNAL,557,3
P21919,SIGNAL,569,3
P20362,SIGNAL,569,3
P01248,SIGNAL,573,3
P10813,SIGNAL,573,3
P10298,SIGNAL,573,3
P34746,SIGNAL,573,3
P01274,SIGNAL,583,3
P29794,SIGNAL,583,3
P55095,SIGNAL,583,3
P12872,SIGNAL,589,3
P01562,SIGNAL,632,3
P01569,SIGNAL,632,3
P05013,SIGNAL,632,3
P01570,SIGNAL,632,3
P01568,SIGNAL,632,3
P05014,SIGNAL,632,3
P01563,SIGNAL,632,3
P01566,SIGNAL,632,3
P01571,SIGNAL,632,3
P32881,SIGNAL,632,3
P01572,SIGNAL,632,3
P56829,SIGNAL,632,3
Q9P0W0,SIGNAL,632,3
P01579,SIGNAL,641,3
P01830,SIGNAL,692,3
P07151,SIGNAL,695,3
P61769,SIGNAL,695,3
P01888,SIGNAL,695,3
P02652,SIGNAL,720,3
P80961,SIGNAL,720,3
P18659,SIGNAL,723,3
P02681,SIGNAL,735,3
P03998,SIGNAL,735,3
P02708,SIGNAL,739,3
P09479,SIGNAL,739,3
P02710,SIGNAL,739,3
P02712,SIGNAL,739,3
P22770,SIGNAL,739,3
P86009,SIGNAL,756,3
P02754,SIGNAL,758,3
P02755,SIGNAL,758,3
P04119,SIGNAL,758,3
P02758,SIGNAL,758,3
P07380,SIGNAL,758,3
P09466,SIGNAL,758,3
P31025,SIGNAL,758,3
P35578,SIGNAL,758,3
P11590,SIGNAL,761,3
Q5FW60,SIGNAL,761,3
P21760,SIGNAL,761,3
Q4WZ11,SIGNAL,775,3
P30440,SIGNAL,775,3
P02783,SIGNAL,779,3
P02784,SIGNAL,780,3
P04557,SIGNAL,780,3
P80964,SIGNAL,780,3
P04284,SIGNAL,780,3
P02790,SIGNAL,784,3
P20058,SIGNAL,784,3
P20059,SIGNAL,784,3
P50828,SIGNAL,784,3
P03971,SIGNAL,800,3
P04004,SIGNAL,805,3
P22458,SIGNAL,805,3
P29788,SIGNAL,805,3
P48819,SIGNAL,805,3
P04155,SIGNAL,813,3
Q07654,SIGNAL,813,3
P04275,SIGNAL,819,3
Q8CIZ8,SIGNAL,819,3
P08299,SIGNAL,823,3
P81019,SIGNAL,829,3
P04706,SIGNAL,835,3
Q9C5S0,SIGNAL,835,3
Q2A783,SIGNAL,835,3
P09464,SIGNAL,847,3
Q5ECE3,SIGNAL,847,3
P05186,SIGNAL,856,3
Q29486,SIGNAL,856,3
P09487,SIGNAL,856,3
P08289,SIGNAL,856,3
P09923,SIGNAL,856,3
P15693,SIGNAL,856,3
P19111,SIGNAL,856,3
P05187,SIGNAL,856,3
P51740,SIGNAL,856,3
P29523,SIGNAL,856,3
P05305,SIGNAL,859,3
P22388,SIGNAL,859,3
P23142,SIGNAL,908,3
P83618,SIGNAL,948,3
P08541,SIGNAL,965,3
P36511,SIGNAL,965,3
Q64550,SIGNAL,965,3
P09230,SIGNAL,987,3
P09470,SIGNAL,996,3
P47820,SIGNAL,996,3
P12822,SIGNAL,996,3
P12821,SIGNAL,996,3
P12820,SIGNAL,996,3
P0C1B3,SIGNAL,1017,3
Q01117,SIGNAL,1017,3
P0C8G6,SIGNAL,1030,3
P0C8G7,SIGNAL,1031,3
Q9HGE1,SIGNAL,1031,3
P0DL40,SIGNAL,1055,3
P0DMC3,SIGNAL,1058,3
P0DMC4,SIGNAL,1058,3
P0DPV1,SIGNAL,1076,3
P83869,SIGNAL,1107,3
P35248,SIGNAL,1126,3
Q99935,SIGNAL,1126,3
P10669,SIGNAL,1145,3
P19883,SIGNAL,1145,3
P31515,SIGNAL,1145,3
Q12841,SIGNAL,1145,3
Q99944,SIGNAL,1145,3
P10673,SIGNAL,1146,3
P20068,SIGNAL,1146,3
P10675,SIGNAL,1147,3
P10745,SIGNAL,1149,3
Q7SZI7,SIGNAL,1149,3
P11279,SIGNAL,1172,3
Q05204,SIGNAL,1172,3
P11438,SIGNAL,1172,3
P14562,SIGNAL,1172,3
P13473,SIGNAL,1172,3
P17046,SIGNAL,1172,3
Q96PL1,SIGNAL,1178,3
P12273,SIGNAL,1192,3
P13385,SIGNAL,1225,3
P13671,SIGNAL,1237,3
P29457,SIGNAL,1244,3
P19324,SIGNAL,1244,3
Q1HAY7,SIGNAL,1253,3
P14661,SIGNAL,1271,3
P15261,SIGNAL,1291,3
P15478,SIGNAL,1300,3
Q42502,SIGNAL,1300,3
Q3YJT5,SIGNAL,1300,3
Q3YJT3,SIGNAL,1300,3
Q3YJS9,SIGNAL,1300,3
P15941,SIGNAL,1313,3
Q9H293,SIGNAL,1332,3
P17050,SIGNAL,1339,3
Q42656,SIGNAL,1339,3
Q9FXT4,SIGNAL,1339,3
P28351,SIGNAL,1339,3
P17813,SIGNAL,1351,3
P19136,SIGNAL,1387,3
Q02567,SIGNAL,1387,3
P78733,SIGNAL,1387,3
Q70LM3,SIGNAL,1387,3
P20013,SIGNAL,1387,3
P19137,SIGNAL,1388,3
Q60675,SIGNAL,1388,3
Q61789,SIGNAL,1388,3
Q61001,SIGNAL,1388,3
P19400,SIGNAL,1396,3
Q02747,SIGNAL,1413,3
P20462,SIGNAL,1431,3
P20774,SIGNAL,1440,3
P35334,SIGNAL,1464,3
P58823,SIGNAL,1464,3
P21956,SIGNAL,1469,3
P22864,SIGNAL,1488,3
Q01172,SIGNAL,1488,3
P23438,SIGNAL,1504,3
P24802,SIGNAL,1528,3
Q02809,SIGNAL,1528,3
Q29422,SIGNAL,1542,3
P25404,SIGNAL,1544,3
P62520,SIGNAL,1544,3
P28316,SIGNAL,1586,3
P28770,SIGNAL,1595,3
P28906,SIGNAL,1600,3
Q28270,SIGNAL,1600,3
P30659,SIGNAL,1626,3
P32478,SIGNAL,1658,3
Q03178,SIGNAL,1658,3
Q03180,SIGNAL,1658,3
Q05091,SIGNAL,1697,3
P35355,SIGNAL,1698,3
P79208,SIGNAL,1698,3
P35555,SIGNAL,1706,3
P98133,SIGNAL,1706,3
Q61554,SIGNAL,1706,3
P41547,SIGNAL,1746,3
Q9MYV1,SIGNAL,1746,3
P42256,SIGNAL,1751,3
P43174,SIGNAL,1764,3
P48765,SIGNAL,1801,3
P51654,SIGNAL,1829,3
P52706,SIGNAL,1838,3
Q3L1D1,SIGNAL,1838,3
Q61268,SIGNAL,1854,3
P55320,SIGNAL,1864,3
P83636,SIGNAL,1864,3
P55847,SIGNAL,1864,3
Q8BHN3,SIGNAL,1875,3
P60568,SIGNAL,1912,3
P69770,SIGNAL,1950,3
P81492,SIGNAL,1950,3
P78536,SIGNAL,1952,3
Q9Z1K9,SIGNAL,1952,3
P81054,SIGNAL,1999,3
P91745,SIGNAL,2102,3
Q00293,SIGNAL,2118,3
Q02083,SIGNAL,2139,3
Q07081,SIGNAL,2180,3
Q10NX8,SIGNAL,2207,3
Q13421,SIGNAL,2218,3
Q15762,SIGNAL,2237,3
Q16552,SIGNAL,2241,3
Q17058,SIGNAL,2251,3
Q28173,SIGNAL,2293,3
Q5ZPR3,SIGNAL,2293,3
Q9P121,SIGNAL,2293,3
Q62718,SIGNAL,2293,3
Q28989,SIGNAL,2299,3
Q39688,SIGNAL,2340,3
Q55U20,SIGNAL,2398,3
Q5BGU9,SIGNAL,2409,3
Q60557,SIGNAL,2442,3
Q6IUU3,SIGNAL,2518,3
Q6UWI2,SIGNAL,2546,3
Q6UWY5,SIGNAL,2558,3
Q99972,SIGNAL,2558,3
Q6UXB8,SIGNAL,2565,3
Q76CA2,SIGNAL,2594,3
Q84V39,SIGNAL,2649,3
Q86YD3,SIGNAL,2667,3
Q8BSU2,SIGNAL,2679,3
Q8C1Q4,SIGNAL,2680,3
Q8ISL8,SIGNAL,2704,3
Q8NBJ9,SIGNAL,2759,3
Q8TAL6,SIGNAL,2788,3
Q92563,SIGNAL,2844,3
Q969H8,SIGNAL,2877,3
Q9CPT4,SIGNAL,2877,3
Q969P0,SIGNAL,2880,3
Q96TU3,SIGNAL,2899,3
Q9BZM5,SIGNAL,2940,3
Q9GJY2,SIGNAL,2972,3
Q9UKY0,SIGNAL,2972,3
Q9QUG3,SIGNAL,2972,3
Q9GM96,SIGNAL,2977,3
Q9H3T3,SIGNAL,2992,3
Q9NPR2,SIGNAL,2992,3
Q9LXD6,SIGNAL,3013,3
Q9NR61,SIGNAL,3044,3
Q9P246,SIGNAL,3056,3
Q9R1T7,SIGNAL,3078,3
Q9SUQ8,SIGNAL,3085,3
Q9UK23,SIGNAL,3114,3
Q9VMD9,SIGNAL,3128,3
Q9Y279,SIGNAL,3150,3
W1I921,SIGNAL,3191,3
A0A0D1DWQ2,SIGNAL,6,4
A0A0E3SVB8,SIGNAL,7,4
A0A0E3SVE7,SIGNAL,7,4
P0C908,SIGNAL,7,4
P60022,SIGNAL,7,4
P81761,SIGNAL,7,4
C0HJQ4,SIGNAL,7,4
Q9U8D2,SIGNAL,7,4
P00995,SIGNAL,7,4
A0A0F7YYX3,SIGNAL,9,4
A0A1S6EK91,SIGNAL,18,4
A0A1S6EK92,SIGNAL,18,4
Q5D231,SIGNAL,18,4
Q64HC7,SIGNAL,18,4
P01076,SIGNAL,18,4
G5EC68,SIGNAL,18,4
P27275,SIGNAL,19,4
Q5I2B2,SIGNAL,19,4
Q25055,SIGNAL,19,4
Q4TUA4,SIGNAL,19,4
A0A1W6EVM7,SIGNAL,20,4
A0A1W6EVN2,SIGNAL,20,4
A6MWS9,SIGNAL,20,4
P0C194,SIGNAL,20,4
P0C1X6,SIGNAL,21,4
A0A1W6EVN4,SIGNAL,22,4
P0DUS4,SIGNAL,22,4
P0DUT5,SIGNAL,22,4
A1X158,SIGNAL,43,4
A1X159,SIGNAL,43,4
A2A6C4,SIGNAL,46,4
Q8IUH8,SIGNAL,46,4
Q8TCT7,SIGNAL,46,4
Q3TD49,SIGNAL,46,4
Q8TCT8,SIGNAL,46,4
Q9JJF9,SIGNAL,46,4
A2AEP0,SIGNAL,47,4
Q9D3H2,SIGNAL,47,4
P09465,SIGNAL,47,4
F0UZ12,SIGNAL,47,4
Q99MG7,SIGNAL,47,4
P83508,SIGNAL,47,4
P08937,SIGNAL,47,4
Q9QXU1,SIGNAL,47,4
P02761,SIGNAL,47,4
Q09022,SIGNAL,50,4
Q3UN54,SIGNAL,50,4
P0DUH9,SIGNAL,50,4
Q09098,SIGNAL,50,4
A2VBC4,SIGNAL,51,4
P13389,SIGNAL,55,4
A7VN13,SIGNAL,65,4
A7VN14,SIGNAL,65,4
P08118,SIGNAL,65,4
P15358,SIGNAL,65,4
Q6T6C2,SIGNAL,65,4
Q6UXB2,SIGNAL,65,4
P62931,SIGNAL,65,4
E7CLP2,SIGNAL,65,4
P0DQX1,SIGNAL,65,4
A7VN15,SIGNAL,67,4
P0C292,SIGNAL,67,4
P01224,SIGNAL,72,4
A8Y7P1,SIGNAL,79,4
P00991,SIGNAL,79,4
P00992,SIGNAL,79,4
I2G9B4,SIGNAL,79,4
Q6T6S5,SIGNAL,79,4
B7S4N9,SIGNAL,79,4
Q6T6T5,SIGNAL,79,4
Q90WA1,SIGNAL,79,4
P82966,SIGNAL,79,4
C1IC50,SIGNAL,79,4
B6RLX2,SIGNAL,79,4
C1IC53,SIGNAL,79,4
C1IC52,SIGNAL,79,4
Q90WA0,SIGNAL,79,4
B2KTG1,SIGNAL,79,4
P00987,SIGNAL,79,4
P00989,SIGNAL,79,4
Q7T2Q6,SIGNAL,79,4
G9I929,SIGNAL,79,4
B1B5I8,SIGNAL,79,4
B2G331,SIGNAL,79,4
P0DMJ5,SIGNAL,79,4
C8YJ94,SIGNAL,79,4
C8YJ95,SIGNAL,79,4
P0C1X2,SIGNAL,79,4
Q8T0W4,SIGNAL,79,4
P0DN15,SIGNAL,79,4
Q29143,SIGNAL,79,4
Q589G4,SIGNAL,79,4
P60266,SIGNAL,79,4
P59899,SIGNAL,79,4
P45662,SIGNAL,79,4
P18926,SIGNAL,79,4
P68410,SIGNAL,79,4
A9UGV5,SIGNAL,80,4
A9UGV7,SIGNAL,80,4
A9UGV6,SIGNAL,80,4
Q9STQ3,SIGNAL,80,4
Q9LVC0,SIGNAL,80,4
Q9LYF6,SIGNAL,80,4
Q9LJD9,SIGNAL,80,4
Q9C8A4,SIGNAL,80,4
Q8LD43,SIGNAL,80,4
Q5PP12,SIGNAL,80,4
Q8S2W4,SIGNAL,80,4
Q9M373,SIGNAL,80,4
Q9FK16,SIGNAL,80,4
Q8L9T8,SIGNAL,80,4
O82337,SIGNAL,80,4
P04002,SIGNAL,80,4
Q99013,SIGNAL,80,4
Q867W1,SIGNAL,80,4
A9YUH4,SIGNAL,84,4
Q8GT41,SIGNAL,84,4
P83326,SIGNAL,84,4
B0FHH8,SIGNAL,85,4
P49141,SIGNAL,85,4
B0JFB8,SIGNAL,86,4
Q28631,SIGNAL,86,4
P82103,SIGNAL,86,4
P81511,SIGNAL,91,4
Q8MVZ3,SIGNAL,91,4
I6S390,SIGNAL,91,4
B3EWR1,SIGNAL,100,4
B3EWY1,SIGNAL,101,4
D3JXM1,SIGNAL,101,4
P13487,SIGNAL,101,4
P45628,SIGNAL,101,4
P59938,SIGNAL,101,4
Q9BKB7,SIGNAL,101,4
P46114,SIGNAL,101,4
Q867F4,SIGNAL,101,4
Q8I0L5,SIGNAL,101,4
Q5K0E0,SIGNAL,101,4
P84777,SIGNAL,101,4
Q9BKB4,SIGNAL,101,4
Q95NK7,SIGNAL,101,4
P0DL65,SIGNAL,101,4
P0CC12,SIGNAL,101,4
C0HJQ5,SIGNAL,101,4
B3VZU0,SIGNAL,105,4
B5A9S9,SIGNAL,105,4
B5LUQ4,SIGNAL,105,4
B5LUQ3,SIGNAL,108,4
B5LUQ8,SIGNAL,108,4
B5LUR1,SIGNAL,108,4
B5LUR0,SIGNAL,108,4
P81605,SIGNAL,108,4
Q19165,SIGNAL,111,4
Q9GQV7,SIGNAL,111,4
B7VGF9,SIGNAL,124,4
P02663,SIGNAL,124,4
Q02862,SIGNAL,124,4
P11839,SIGNAL,124,4
B8JLQ9,SIGNAL,127,4
Q8IVL8,SIGNAL,127,4
P00732,SIGNAL,127,4
P15086,SIGNAL,127,4
P19223,SIGNAL,127,4
P09955,SIGNAL,127,4
P55261,SIGNAL,127,4
P00730,SIGNAL,127,4
P15085,SIGNAL,127,4
P09954,SIGNAL,127,4
Q95P90,SIGNAL,132,4
P83400,SIGNAL,133,4
C0HKG0,SIGNAL,140,4
G1CWH6,SIGNAL,140,4
G1CWH3,SIGNAL,140,4
G1CWH8,SIGNAL,140,4
G1CWH5,SIGNAL,140,4
P86841,SIGNAL,140,4
C0HKG1,SIGNAL,140,4
P86899,SIGNAL,140,4
G1CWH1,SIGNAL,140,4
P62928,SIGNAL,140,4
Q5EPH2,SIGNAL,140,4
C0HKM3,SIGNAL,142,4
P86100,SIGNAL,142,4
P86875,SIGNAL,142,4
E0XKJ9,SIGNAL,142,4
Q9GU69,SIGNAL,144,4
Q1XG90,SIGNAL,153,4
Q3C258,SIGNAL,176,4
Q965E2,SIGNAL,191,4
D4HRL0,SIGNAL,198,4
P62694,SIGNAL,198,4
P0DQC1,SIGNAL,210,4
E9PUN2,SIGNAL,215,4
Q63376,SIGNAL,215,4
P58401,SIGNAL,215,4
F1N5C8,SIGNAL,221,4
Q9UJA9,SIGNAL,221,4
P84039,SIGNAL,221,4
Q9EQG7,SIGNAL,221,4
Q6UWV6,SIGNAL,221,4
F5B8W7,SIGNAL,226,4
Q9FEX1,SIGNAL,226,4
Q9FSH9,SIGNAL,226,4
Q42369,SIGNAL,226,4
P13917,SIGNAL,226,4
Q8RVH5,SIGNAL,226,4
P25331,SIGNAL,232,4
F7J1C8,SIGNAL,236,4
G5ED35,SIGNAL,259,4
P13501,SIGNAL,270,4
L7VIN3,SIGNAL,285,4
Q8T9R8,SIGNAL,285,4
P81941,SIGNAL,285,4
Q90ZY0,SIGNAL,285,4
O00105,SIGNAL,292,4
O00478,SIGNAL,297,4
P18892,SIGNAL,297,4
Q6UX41,SIGNAL,297,4
O00602,SIGNAL,299,4
O70165,SIGNAL,299,4
Q7ZT75,SIGNAL,299,4
O75636,SIGNAL,299,4
Q9U8W7,SIGNAL,299,4
O43827,SIGNAL,299,4
P55083,SIGNAL,299,4
Q9U8W8,SIGNAL,299,4
Q08830,SIGNAL,299,4
P86239,SIGNAL,299,4
Q71KU9,SIGNAL,299,4
P31722,SIGNAL,299,4
P11226,SIGNAL,299,4
P02747,SIGNAL,299,4
P02745,SIGNAL,299,4
P06908,SIGNAL,299,4
P31720,SIGNAL,299,4
P23805,SIGNAL,299,4
Q5U9S1,SIGNAL,299,4
Q60994,SIGNAL,299,4
O08999,SIGNAL,311,4
O35806,SIGNAL,311,4
Q14767,SIGNAL,311,4
Q28019,SIGNAL,311,4
O11780,SIGNAL,315,4
P55906,SIGNAL,315,4
Q15582,SIGNAL,315,4
P82198,SIGNAL,315,4
O14625,SIGNAL,319,4
Q10746,SIGNAL,319,4
P19876,SIGNAL,319,4
P80221,SIGNAL,319,4
P80162,SIGNAL,319,4
O14763,SIGNAL,321,4
Q9UBN6,SIGNAL,321,4
P25118,SIGNAL,321,4
O15533,SIGNAL,331,4
Q9BX59,SIGNAL,331,4
O18823,SIGNAL,333,4
P28039,SIGNAL,333,4
O35298,SIGNAL,333,4
O35744,SIGNAL,342,4
Q91Z98,SIGNAL,342,4
Q91XA9,SIGNAL,342,4
Q95M17,SIGNAL,342,4
Q13231,SIGNAL,342,4
Q29411,SIGNAL,342,4
P36222,SIGNAL,342,4
Q8SPQ0,SIGNAL,342,4
P30922,SIGNAL,342,4
Q9GV28,SIGNAL,342,4
Q23997,SIGNAL,342,4
Q8MM24,SIGNAL,342,4
Q86R84,SIGNAL,342,4
O42414,SIGNAL,345,4
P35331,SIGNAL,345,4
P32004,SIGNAL,345,4
P20241,SIGNAL,345,4
Q02246,SIGNAL,345,4
P22063,SIGNAL,345,4
O43291,SIGNAL,351,4
P48307,SIGNAL,351,4
P01034,SIGNAL,362,4
Q5D710,SIGNAL,362,4
P01174,SIGNAL,363,4
Q00945,SIGNAL,363,4
P01178,SIGNAL,363,4
Q7Z1K3,SIGNAL,373,4
O60449,SIGNAL,375,4
Q60767,SIGNAL,375,4
P49259,SIGNAL,375,4
O60609,SIGNAL,378,4
O60931,SIGNAL,380,4
P57757,SIGNAL,380,4
O62605,SIGNAL,383,4
P04148,SIGNAL,383,4
O75556,SIGNAL,396,4
P02780,SIGNAL,396,4
O80323,SIGNAL,413,4
P42813,SIGNAL,413,4
P80022,SIGNAL,413,4
P08056,SIGNAL,413,4
P10281,SIGNAL,413,4
O80327,SIGNAL,414,4
P50694,SIGNAL,414,4
P81295,SIGNAL,414,4
P33679,SIGNAL,414,4
P83958,SIGNAL,414,4
P14170,SIGNAL,414,4
P12670,SIGNAL,414,4
P02883,SIGNAL,414,4
P25871,SIGNAL,414,4
O88310,SIGNAL,418,4
Q8WWA0,SIGNAL,418,4
O96559,SIGNAL,446,4
P01543,SIGNAL,457,4
P01545,SIGNAL,457,4
P00757,SIGNAL,495,4
P36368,SIGNAL,495,4
P07288,SIGNAL,495,4
P49862,SIGNAL,495,4
P07477,SIGNAL,495,4
P00760,SIGNAL,495,4
P07478,SIGNAL,495,4
P10144,SIGNAL,495,4
P47796,SIGNAL,495,4
Q91X79,SIGNAL,495,4
P00772,SIGNAL,495,4
Q9UNI1,SIGNAL,495,4
Q6UWY2,SIGNAL,495,4
P20160,SIGNAL,495,4
Q6UW56,SIGNAL,495,4
P01015,SIGNAL,513,4
P11859,SIGNAL,513,4
P20757,SIGNAL,513,4
P01019,SIGNAL,513,4
P01130,SIGNAL,534,4
P01131,SIGNAL,534,4
P35951,SIGNAL,534,4
P35952,SIGNAL,534,4
Q99087,SIGNAL,534,4
P01185,SIGNAL,545,4
P0DTJ2,SIGNAL,545,4
P01364,SIGNAL,610,4
P0DUS8,SIGNAL,628,4
P0DUT1,SIGNAL,628,4
P01593,SIGNAL,644,4
P01594,SIGNAL,644,4
P01597,SIGNAL,644,4
P01602,SIGNAL,644,4
P01611,SIGNAL,644,4
P01599,SIGNAL,644,4
P04430,SIGNAL,644,4
P01624,SIGNAL,644,4
P01619,SIGNAL,644,4
P06312,SIGNAL,644,4
P01639,SIGNAL,644,4
P01615,SIGNAL,644,4
P01614,SIGNAL,644,4
P01633,SIGNAL,644,4
P01661,SIGNAL,644,4
P01658,SIGNAL,644,4
P01634,SIGNAL,644,4
P01709,SIGNAL,644,4
P01706,SIGNAL,644,4
P01704,SIGNAL,644,4
P01721,SIGNAL,644,4
P01699,SIGNAL,644,4
P01703,SIGNAL,644,4
P01701,SIGNAL,644,4
P01705,SIGNAL,644,4
P01700,SIGNAL,644,4
P01714,SIGNAL,644,4
P01715,SIGNAL,644,4
P01718,SIGNAL,644,4
P80748,SIGNAL,644,4
P01724,SIGNAL,644,4
P01729,SIGNAL,644,4
P01768,SIGNAL,644,4
P01763,SIGNAL,644,4
P01772,SIGNAL,644,4
P01767,SIGNAL,644,4
P01743,SIGNAL,644,4
P01762,SIGNAL,644,4
P01764,SIGNAL,644,4
P01780,SIGNAL,644,4
P01825,SIGNAL,644,4
P01817,SIGNAL,644,4
P01795,SIGNAL,644,4
P01822,SIGNAL,644,4
P01887,SIGNAL,644,4
P01920,SIGNAL,703,4
P11069,SIGNAL,709,4
Q20224,SIGNAL,709,4
P19034,SIGNAL,722,4
P55057,SIGNAL,722,4
Q6T6C1,SIGNAL,722,4
P02675,SIGNAL,733,4
Q9Y5C1,SIGNAL,733,4
P02724,SIGNAL,742,4
P02727,SIGNAL,742,4
Q3Y5Z3,SIGNAL,749,4
Q15848,SIGNAL,749,4
Q06575,SIGNAL,749,4
Q6UW01,SIGNAL,749,4
Q6ZSA7,SIGNAL,754,4
P02751,SIGNAL,755,4
P07589,SIGNAL,755,4
P11276,SIGNAL,755,4
P04937,SIGNAL,755,4
P02765,SIGNAL,765,4
P12763,SIGNAL,765,4
P24090,SIGNAL,765,4
P97515,SIGNAL,765,4
Q9DGI0,SIGNAL,765,4
P29695,SIGNAL,765,4
Q5KQS1,SIGNAL,765,4
Q5KQS4,SIGNAL,765,4
P26894,SIGNAL,772,4
P02877,SIGNAL,795,4
P04180,SIGNAL,815,4
P53761,SIGNAL,815,4
P18424,SIGNAL,815,4
P16301,SIGNAL,815,4
Q8NCC3,SIGNAL,815,4
Q675A5,SIGNAL,815,4
Q8VEB4,SIGNAL,815,4
Q6XPZ3,SIGNAL,815,4
Q8WMP9,SIGNAL,815,4
P04196,SIGNAL,816,4
P04278,SIGNAL,821,4
P15196,SIGNAL,821,4
P04634,SIGNAL,830,4
P80035,SIGNAL,830,4
P07098,SIGNAL,830,4
Q29458,SIGNAL,830,4
P38571,SIGNAL,830,4
Q3YBN2,SIGNAL,830,4
Q71DJ5,SIGNAL,830,4
P04844,SIGNAL,837,4
P05231,SIGNAL,858,4
P08505,SIGNAL,858,4
Q9GZX6,SIGNAL,858,4
